name:,com.hcp.flaget,init_cpu
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
 , ,"483,206K:"
