time,iphone_info,package,mem,cpu,systemCpu,rxBytes,txBytes,rxTcpBytes,txTcpBytes,fps,level,batterytem
2022-05-19 15:44:27.842, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 147.847, 2.03, 7.11, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:28.338, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.255, 3.65, 6.57, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:29.075, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.267, 0.0, 7.96, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:29.602, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.286, 6.8, 11.65, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:30.122, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.286, 0.0, 8.04, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:30.700, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.286, 6.8, 8.74, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:31.226, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.287, 0.0, 7.84, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:31.749, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.286, 0.0, 7.84, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:32.277, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.286, 12.62, 8.74, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:32.799, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 143.286, 0.0, 7.48, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:33.346, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.806, 0.0, 8.41, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:33.880, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.821, 0.0, 7.69, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:34.503, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.825, 14.55, 8.18, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:35.047, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.829, 0.0, 9.17, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:35.590, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.83, 0.0, 7.21, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:36.166, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.833, 0.0, 8.55, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:36.741, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.833, 0.0, 8.41, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:37.285, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.833, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:37.813, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.833, 19.42, 12.62, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:38.370, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.829, 0.0, 7.41, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:38.891, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.825, 0.0, 9.43, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:39.418, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.829, 0.0, 8.16, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:39.933, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.833, 0.0, 8.91, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:40.432, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 10.48, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:40.973, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 9.91, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:41.523, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.803, 23.01, 9.73, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:42.258, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 6.67, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:42.768, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 7.08, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:43.368, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 7.69, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:43.889, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.783, 0.0, 7.41, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:44.460, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.798, 0.0, 9.91, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:44.974, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 9.01, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:45.548, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.802, 0.0, 9.35, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:46.110, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.798, 0.0, 9.35, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:46.629, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.798, 30.77, 7.69, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:47.151, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.79, 0.0, 8.57, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:47.697, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.79, 0.0, 9.71, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:48.210, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.79, 0.0, 8.41, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:48.759, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.79, 0.0, 8.26, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:49.315, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.768, 0.0, 10.48, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:49.829, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.782, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:50.488, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.786, 0.0, 8.41, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:51.052, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.79, 0.0, 8.93, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
2022-05-19 15:44:51.590, Samsung SM-G9550;msm8998;3G, com.hcp.flaget, 142.79, 0.0, 8.49, 0.0, 0.0, 0.0, 0.0, 8, 86, 2.6
